Target,Doses,Model,Env,Frame,Sample Size,Value
0.25,5,MCA (delta=0.0),0.05,10,33,40.7
0.25,5,MCA (delta=0.0),0.05,11,36,41.9
0.25,5,MCA (delta=0.0),0.05,12,39,41.9
0.25,5,MCA (delta=0.0),0.05,13,42,42.1
0.25,5,MCA (delta=0.0),0.05,14,45,42.8
0.25,5,MCA (delta=0.0),0.05,15,48,43.3
0.25,5,MCA (delta=0.0),0.05,16,51,43.7
0.25,5,MCA (delta=0.0),0.05,17,54,44.5
0.25,5,MCA (delta=0.0),0.05,18,57,45.5
0.25,5,MCA (delta=0.0),0.05,19,60,45.8
0.25,5,MCA (delta=0.0),0.07,0,3,28.2
0.25,5,MCA (delta=0.0),0.07,1,6,33.6
0.25,5,MCA (delta=0.0),0.07,2,9,36.8
0.25,5,MCA (delta=0.0),0.07,3,12,39.7
0.25,5,MCA (delta=0.0),0.07,4,15,41.4
0.25,5,MCA (delta=0.0),0.07,5,18,44.2
0.25,5,MCA (delta=0.0),0.07,6,21,46.8
0.25,5,MCA (delta=0.0),0.07,7,24,47.1
0.25,5,MCA (delta=0.0),0.07,8,27,48.6
0.25,5,MCA (delta=0.0),0.07,9,30,49
0.25,5,MCA (delta=0.0),0.07,10,33,51.2
0.25,5,MCA (delta=0.0),0.07,11,36,52
0.25,5,MCA (delta=0.0),0.07,12,39,53.1
0.25,5,MCA (delta=0.0),0.07,13,42,53.8
0.25,5,MCA (delta=0.0),0.07,14,45,54.1
0.25,5,MCA (delta=0.0),0.07,15,48,54.6
0.25,5,MCA (delta=0.0),0.07,16,51,55.6
0.25,5,MCA (delta=0.0),0.07,17,54,55.3
0.25,5,MCA (delta=0.0),0.07,18,57,56.9
0.25,5,MCA (delta=0.0),0.07,19,60,57.4
0.25,5,MCA (delta=0.0),0.1,0,3,27.2
0.25,5,MCA (delta=0.0),0.1,1,6,35.6
0.25,5,MCA (delta=0.0),0.1,2,9,41.8
0.25,5,MCA (delta=0.0),0.1,3,12,45.1
0.25,5,MCA (delta=0.0),0.1,4,15,48.7
0.25,5,MCA (delta=0.0),0.1,5,18,50.3
0.25,5,MCA (delta=0.0),0.1,6,21,53.3
0.25,5,MCA (delta=0.0),0.1,7,24,56.1
0.25,5,MCA (delta=0.0),0.1,8,27,57
0.25,5,MCA (delta=0.0),0.1,9,30,58
0.25,5,MCA (delta=0.0),0.1,10,33,60.2
0.25,5,MCA (delta=0.0),0.1,11,36,60.4
0.25,5,MCA (delta=0.0),0.1,12,39,60.7
0.25,5,MCA (delta=0.0),0.1,13,42,62.2
0.25,5,MCA (delta=0.0),0.1,14,45,63.5
0.25,5,MCA (delta=0.0),0.1,15,48,64.9
0.25,5,MCA (delta=0.0),0.1,16,51,64.2
0.25,5,MCA (delta=0.0),0.1,17,54,64.8
0.25,5,MCA (delta=0.0),0.1,18,57,66.1
0.25,5,MCA (delta=0.0),0.1,19,60,65.9
0.25,5,MCA (delta=0.0),0.15,0,3,30.3
0.25,5,MCA (delta=0.0),0.15,1,6,41.7
0.25,5,MCA (delta=0.0),0.15,2,9,45.1
0.25,5,MCA (delta=0.0),0.15,3,12,52
0.25,5,MCA (delta=0.0),0.15,4,15,56.8
0.25,5,MCA (delta=0.0),0.15,5,18,60.8
0.25,5,MCA (delta=0.0),0.15,6,21,65.2
0.25,5,MCA (delta=0.0),0.15,7,24,68.3
0.25,5,MCA (delta=0.0),0.15,8,27,69.5
0.25,5,MCA (delta=0.0),0.15,9,30,70.2
0.25,5,MCA (delta=0.0),0.15,10,33,71.2
0.25,5,MCA (delta=0.0),0.15,11,36,72.2
0.25,5,MCA (delta=0.0),0.15,12,39,73.8
0.25,5,MCA (delta=0.0),0.15,13,42,75.7
0.25,5,MCA (delta=0.0),0.15,14,45,76.3
0.25,5,MCA (delta=0.0),0.15,15,48,76.1
0.25,5,MCA (delta=0.0),0.15,16,51,77.2
0.25,5,MCA (delta=0.0),0.15,17,54,77.2
0.25,5,MCA (delta=0.0),0.15,18,57,77.2
0.25,5,MCA (delta=0.0),0.15,19,60,77.8
0.25,5,MCA (delta=0.05),0.05,0,3,25.2
0.25,5,MCA (delta=0.05),0.05,1,6,26.2
0.25,5,MCA (delta=0.05),0.05,2,9,29.2
0.25,5,MCA (delta=0.05),0.05,3,12,30.1
0.25,5,MCA (delta=0.05),0.05,4,15,34.6
0.25,5,MCA (delta=0.05),0.05,5,18,35.8
0.25,5,MCA (delta=0.05),0.05,6,21,36.7
0.25,5,MCA (delta=0.05),0.05,7,24,37.7
0.25,5,MCA (delta=0.05),0.05,8,27,37.7
0.25,5,MCA (delta=0.05),0.05,9,30,39
0.25,5,MCA (delta=0.05),0.05,10,33,40.4
0.25,5,MCA (delta=0.05),0.05,11,36,40.3
0.25,5,MCA (delta=0.05),0.05,12,39,42
0.25,5,MCA (delta=0.05),0.05,13,42,41.9
0.25,5,MCA (delta=0.05),0.05,14,45,42.2
0.25,5,MCA (delta=0.05),0.05,15,48,42.8
0.25,5,MCA (delta=0.05),0.05,16,51,43.4
0.25,5,MCA (delta=0.05),0.05,17,54,43.5
0.25,5,MCA (delta=0.05),0.05,18,57,43.9
0.25,5,MCA (delta=0.05),0.05,19,60,44.4
0.25,5,MCA (delta=0.05),0.07,0,3,29.3
0.25,5,MCA (delta=0.05),0.07,1,6,35.2
0.25,5,MCA (delta=0.05),0.07,2,9,37.6
0.25,5,MCA (delta=0.05),0.07,3,12,39.2
0.25,5,MCA (delta=0.05),0.07,4,15,40.1
0.25,5,MCA (delta=0.05),0.07,5,18,41.7
0.25,5,MCA (delta=0.05),0.07,6,21,44.3
0.25,5,MCA (delta=0.05),0.07,7,24,44.8
0.25,5,MCA (delta=0.05),0.07,8,27,46.8
0.25,5,MCA (delta=0.05),0.07,9,30,46.5
0.25,5,MCA (delta=0.05),0.07,10,33,49.2
0.25,5,MCA (delta=0.05),0.07,11,36,51.1
0.25,5,MCA (delta=0.05),0.07,12,39,52.6
0.25,5,MCA (delta=0.05),0.07,13,42,52.3
0.25,5,MCA (delta=0.05),0.07,14,45,53.2
0.25,5,MCA (delta=0.05),0.07,15,48,53.9
0.25,5,MCA (delta=0.05),0.07,16,51,54.1
0.25,5,MCA (delta=0.05),0.07,17,54,55.4
0.25,5,MCA (delta=0.05),0.07,18,57,55.4
0.25,5,MCA (delta=0.05),0.07,19,60,56.2
0.25,5,MCA (delta=0.05),0.1,0,3,28.7
0.25,5,MCA (delta=0.05),0.1,1,6,35
0.25,5,MCA (delta=0.05),0.1,2,9,43.7
0.25,5,MCA (delta=0.05),0.1,3,12,44.2
0.25,5,MCA (delta=0.05),0.1,4,15,49.2
0.25,5,MCA (delta=0.05),0.1,5,18,50.2
0.25,5,MCA (delta=0.05),0.1,6,21,53.4
0.25,5,MCA (delta=0.05),0.1,7,24,55.1
0.25,5,MCA (delta=0.05),0.1,8,27,56
0.25,5,MCA (delta=0.05),0.1,9,30,59.1
0.25,5,MCA (delta=0.05),0.1,10,33,59.8
0.25,5,MCA (delta=0.05),0.1,11,36,60.7
0.25,5,MCA (delta=0.05),0.1,12,39,61.7
0.25,5,MCA (delta=0.05),0.1,13,42,62.2
0.25,5,MCA (delta=0.05),0.1,14,45,62.5
0.25,5,MCA (delta=0.05),0.1,15,48,63.6
0.25,5,MCA (delta=0.05),0.1,16,51,63.6
0.25,5,MCA (delta=0.05),0.1,17,54,64.8
0.25,5,MCA (delta=0.05),0.1,18,57,65.1
0.25,5,MCA (delta=0.05),0.1,19,60,65.7
0.25,5,MCA (delta=0.05),0.15,0,3,33.3
0.25,5,MCA (delta=0.05),0.15,1,6,43.1
0.25,5,MCA (delta=0.05),0.15,2,9,47
0.25,5,MCA (delta=0.05),0.15,3,12,54.2
0.25,5,MCA (delta=0.05),0.15,4,15,58.9
0.25,5,MCA (delta=0.05),0.15,5,18,62.8
0.25,5,MCA (delta=0.05),0.15,6,21,64.8
0.25,5,MCA (delta=0.05),0.15,7,24,67.1
0.25,5,MCA (delta=0.05),0.15,8,27,69.3
0.25,5,MCA (delta=0.05),0.15,9,30,70.8
0.25,5,MCA (delta=0.05),0.15,10,33,72.4
0.25,5,MCA (delta=0.05),0.15,11,36,72.7
0.25,5,MCA (delta=0.05),0.15,12,39,74.8
0.25,5,MCA (delta=0.05),0.15,13,42,75.6
0.25,5,MCA (delta=0.05),0.15,14,45,77.4
0.25,5,MCA (delta=0.05),0.15,15,48,77.3
0.25,5,MCA (delta=0.05),0.15,16,51,77
0.25,5,MCA (delta=0.05),0.15,17,54,77.5
0.25,5,MCA (delta=0.05),0.15,18,57,78.9
0.25,5,MCA (delta=0.05),0.15,19,60,79.2
0.25,5,MCA (delta=0.1),0.05,0,3,26.9
0.25,5,MCA (delta=0.1),0.05,1,6,29.2
0.25,5,MCA (delta=0.1),0.05,2,9,31.8
0.25,5,MCA (delta=0.1),0.05,3,12,29.7
0.25,5,MCA (delta=0.1),0.05,4,15,33.9
0.25,5,MCA (delta=0.1),0.05,5,18,36.1
0.25,5,MCA (delta=0.1),0.05,6,21,37.6
0.25,5,MCA (delta=0.1),0.05,7,24,37.9
0.25,5,MCA (delta=0.1),0.05,8,27,39.2
0.25,5,MCA (delta=0.1),0.05,9,30,40.1
0.25,5,MCA (delta=0.1),0.05,10,33,40.2
0.25,5,MCA (delta=0.1),0.05,11,36,40.8
0.25,5,MCA (delta=0.1),0.05,12,39,41.4
0.25,5,MCA (delta=0.1),0.05,13,42,42.8
0.25,5,MCA (delta=0.1),0.05,14,45,43
0.25,5,MCA (delta=0.1),0.05,15,48,42.9
0.25,5,MCA (delta=0.1),0.05,16,51,43.2
0.25,5,MCA (delta=0.1),0.05,17,54,43.9
0.25,5,MCA (delta=0.1),0.05,18,57,44.6
0.25,5,MCA (delta=0.1),0.05,19,60,44.3
0.25,5,MCA (delta=0.1),0.07,0,3,29.7
0.25,5,MCA (delta=0.1),0.07,1,6,35.4
0.25,5,MCA (delta=0.1),0.07,2,9,38.4
0.25,5,MCA (delta=0.1),0.07,3,12,37.6
0.25,5,MCA (delta=0.1),0.07,4,15,42.3
0.25,5,MCA (delta=0.1),0.07,5,18,44.5
0.25,5,MCA (delta=0.1),0.07,6,21,46.9
0.25,5,MCA (delta=0.1),0.07,7,24,48.1
0.25,5,MCA (delta=0.1),0.07,8,27,48.4
0.25,5,MCA (delta=0.1),0.07,9,30,49.4
0.25,5,MCA (delta=0.1),0.07,10,33,51.1
0.25,5,MCA (delta=0.1),0.07,11,36,51.8
0.25,5,MCA (delta=0.1),0.07,12,39,52.6
0.25,5,MCA (delta=0.1),0.07,13,42,52.5
0.25,5,MCA (delta=0.1),0.07,14,45,52.7
0.25,5,MCA (delta=0.1),0.07,15,48,53
0.25,5,MCA (delta=0.1),0.07,16,51,53
0.25,5,MCA (delta=0.1),0.07,17,54,53.3
0.25,5,MCA (delta=0.1),0.07,18,57,54.3
0.25,5,MCA (delta=0.1),0.07,19,60,55.5
0.25,5,MCA (delta=0.1),0.1,0,3,29
0.25,5,MCA (delta=0.1),0.1,1,6,36.4
0.25,5,MCA (delta=0.1),0.1,2,9,44.7
0.25,5,MCA (delta=0.1),0.1,3,12,45
0.25,5,MCA (delta=0.1),0.1,4,15,48.5
0.25,5,MCA (delta=0.1),0.1,5,18,49.7
0.25,5,MCA (delta=0.1),0.1,6,21,50.9
0.25,5,MCA (delta=0.1),0.1,7,24,53.3
0.25,5,MCA (delta=0.1),0.1,8,27,54.8
0.25,5,MCA (delta=0.1),0.1,9,30,57.1
0.25,5,MCA (delta=0.1),0.1,10,33,59.1
0.25,5,MCA (delta=0.1),0.1,11,36,60.4
0.25,5,MCA (delta=0.1),0.1,12,39,62
0.25,5,MCA (delta=0.1),0.1,13,42,62.5
0.25,5,MCA (delta=0.1),0.1,14,45,63.4
0.25,5,MCA (delta=0.1),0.1,15,48,64.2
0.25,5,MCA (delta=0.1),0.1,16,51,63.8
0.25,5,MCA (delta=0.1),0.1,17,54,64.9
0.25,5,MCA (delta=0.1),0.1,18,57,65.5
0.25,5,MCA (delta=0.1),0.1,19,60,66.2
0.25,5,MCA (delta=0.1),0.15,0,3,31.9
0.25,5,MCA (delta=0.1),0.15,1,6,40.8
0.25,5,MCA (delta=0.1),0.15,2,9,46.9
0.25,5,MCA (delta=0.1),0.15,3,12,55.1
0.25,5,MCA (delta=0.1),0.15,4,15,60.8
0.25,5,MCA (delta=0.1),0.15,5,18,64
0.25,5,MCA (delta=0.1),0.15,6,21,68.8
0.25,5,MCA (delta=0.1),0.15,7,24,70.6
0.25,5,MCA (delta=0.1),0.15,8,27,72.5
0.25,5,MCA (delta=0.1),0.15,9,30,73.6
0.25,5,MCA (delta=0.1),0.15,10,33,74.3
0.25,5,MCA (delta=0.1),0.15,11,36,75.8
0.25,5,MCA (delta=0.1),0.15,12,39,76.8
0.25,5,MCA (delta=0.1),0.15,13,42,77.3
0.25,5,MCA (delta=0.1),0.15,14,45,77.1
0.25,5,MCA (delta=0.1),0.15,15,48,78.4
0.25,5,MCA (delta=0.1),0.15,16,51,79.4
0.25,5,MCA (delta=0.1),0.15,17,54,79.4
0.25,5,MCA (delta=0.1),0.15,18,57,80.8
0.25,5,MCA (delta=0.1),0.15,19,60,81
0.25,5,MCA (delta=0.15),0.05,0,3,27
0.25,5,MCA (delta=0.15),0.05,1,6,28.2
0.25,5,MCA (delta=0.15),0.05,2,9,28
0.25,5,MCA (delta=0.15),0.05,3,12,29
0.25,5,MCA (delta=0.15),0.05,4,15,30.7
0.25,5,MCA (delta=0.15),0.05,5,18,33.8
0.25,5,MCA (delta=0.15),0.05,6,21,33.8
0.25,5,MCA (delta=0.15),0.05,7,24,35.4
0.25,5,MCA (delta=0.15),0.05,8,27,36.6
0.25,5,MCA (delta=0.15),0.05,9,30,37.7
0.25,5,MCA (delta=0.15),0.05,10,33,37.7
0.25,5,MCA (delta=0.15),0.05,11,36,38.1
0.25,5,MCA (delta=0.15),0.05,12,39,39.2
0.25,5,MCA (delta=0.15),0.05,13,42,38.9
0.25,5,MCA (delta=0.15),0.05,14,45,39.4
0.25,5,MCA (delta=0.15),0.05,15,48,39.8
0.25,5,MCA (delta=0.15),0.05,16,51,40.2
0.25,5,MCA (delta=0.15),0.05,17,54,40.9
0.25,5,MCA (delta=0.15),0.05,18,57,40.9
0.25,5,MCA (delta=0.15),0.05,19,60,41.6
0.25,5,MCA (delta=0.15),0.07,0,3,28.4
0.25,5,MCA (delta=0.15),0.07,1,6,31.9
0.25,5,MCA (delta=0.15),0.07,2,9,38
0.25,5,MCA (delta=0.15),0.07,3,12,37.8
0.25,5,MCA (delta=0.15),0.07,4,15,40.3
0.25,5,MCA (delta=0.15),0.07,5,18,44.2
0.25,5,MCA (delta=0.15),0.07,6,21,45
0.25,5,MCA (delta=0.15),0.07,7,24,46.7
0.25,5,MCA (delta=0.15),0.07,8,27,48.2
0.25,5,MCA (delta=0.15),0.07,9,30,50.5
0.25,5,MCA (delta=0.15),0.07,10,33,52
0.25,5,MCA (delta=0.15),0.07,11,36,52.4
0.25,5,MCA (delta=0.15),0.07,12,39,52.9
0.25,5,MCA (delta=0.15),0.07,13,42,53.7
0.25,5,MCA (delta=0.15),0.07,14,45,54.2
0.25,5,MCA (delta=0.15),0.07,15,48,54.9
0.25,5,MCA (delta=0.15),0.07,16,51,55
0.25,5,MCA (delta=0.15),0.07,17,54,55.4
0.25,5,MCA (delta=0.15),0.07,18,57,55.2
0.25,5,MCA (delta=0.15),0.07,19,60,55.6
0.25,5,MCA (delta=0.15),0.1,0,3,29.5
0.25,5,MCA (delta=0.15),0.1,1,6,37.5
0.25,5,MCA (delta=0.15),0.1,2,9,42.6
0.25,5,MCA (delta=0.15),0.1,3,12,47.3
0.25,5,MCA (delta=0.15),0.1,4,15,49.2
0.25,5,MCA (delta=0.15),0.1,5,18,52.5
0.25,5,MCA (delta=0.15),0.1,6,21,54
0.25,5,MCA (delta=0.15),0.1,7,24,55.3
0.25,5,MCA (delta=0.15),0.1,8,27,56.3
0.25,5,MCA (delta=0.15),0.1,9,30,57.4
0.25,5,MCA (delta=0.15),0.1,10,33,58
0.25,5,MCA (delta=0.15),0.1,11,36,60
0.25,5,MCA (delta=0.15),0.1,12,39,61.1
0.25,5,MCA (delta=0.15),0.1,13,42,61
0.25,5,MCA (delta=0.15),0.1,14,45,61.8
0.25,5,MCA (delta=0.15),0.1,15,48,62.1
0.25,5,MCA (delta=0.15),0.1,16,51,62.9
0.25,5,MCA (delta=0.15),0.1,17,54,63.6
0.25,5,MCA (delta=0.15),0.1,18,57,64.1
0.25,5,MCA (delta=0.15),0.1,19,60,65
0.25,5,MCA (delta=0.15),0.15,0,3,30.9
0.25,5,MCA (delta=0.15),0.15,1,6,39.8
0.25,5,MCA (delta=0.15),0.15,2,9,49.4
0.25,5,MCA (delta=0.15),0.15,3,12,53.5
0.25,5,MCA (delta=0.15),0.15,4,15,57.9
0.25,5,MCA (delta=0.15),0.15,5,18,61.9
0.25,5,MCA (delta=0.15),0.15,6,21,64.9
0.25,5,MCA (delta=0.15),0.15,7,24,68.3
0.25,5,MCA (delta=0.15),0.15,8,27,68.9
0.25,5,MCA (delta=0.15),0.15,9,30,69.8
0.25,5,MCA (delta=0.15),0.15,10,33,71
0.25,5,MCA (delta=0.15),0.15,11,36,72
0.25,5,MCA (delta=0.15),0.15,12,39,73.4
0.25,5,MCA (delta=0.15),0.15,13,42,74.4
0.25,5,MCA (delta=0.15),0.15,14,45,75.1
0.25,5,MCA (delta=0.15),0.15,15,48,75.9
0.25,5,MCA (delta=0.15),0.15,16,51,76.3
0.25,5,MCA (delta=0.15),0.15,17,54,77.8
0.25,5,MCA (delta=0.15),0.15,18,57,78.2
0.25,5,MCA (delta=0.15),0.15,19,60,78.3
0.25,5,MCA (delta=0.2),0.05,0,3,26.3
0.25,5,MCA (delta=0.2),0.05,1,6,27.2
0.25,5,MCA (delta=0.2),0.05,2,9,27.7
0.25,5,MCA (delta=0.2),0.05,3,12,29.8
0.25,5,MCA (delta=0.2),0.05,4,15,30.6
0.25,5,MCA (delta=0.2),0.05,5,18,30.4
0.25,5,MCA (delta=0.2),0.05,6,21,32.5
0.25,5,MCA (delta=0.2),0.05,7,24,32.7
0.25,5,MCA (delta=0.2),0.05,8,27,33.3
0.25,5,MCA (delta=0.2),0.05,9,30,34.2
0.25,5,MCA (delta=0.2),0.05,10,33,35.6
0.25,5,MCA (delta=0.2),0.05,11,36,36.1
0.25,5,MCA (delta=0.2),0.05,12,39,36.5
0.25,5,MCA (delta=0.2),0.05,13,42,36.4
0.25,5,MCA (delta=0.2),0.05,14,45,37.1
0.25,5,MCA (delta=0.2),0.05,15,48,37.9
0.25,5,MCA (delta=0.2),0.05,16,51,37.8
0.25,5,MCA (delta=0.2),0.05,17,54,38
0.25,5,MCA (delta=0.2),0.05,18,57,39.3
0.25,5,MCA (delta=0.2),0.05,19,60,39.7
0.25,5,MCA (delta=0.2),0.07,0,3,29.6
0.25,5,MCA (delta=0.2),0.07,1,6,34.7
0.25,5,MCA (delta=0.2),0.07,2,9,36.7
0.25,5,MCA (delta=0.2),0.07,3,12,38.4
0.25,5,MCA (delta=0.2),0.07,4,15,40.1
0.25,5,MCA (delta=0.2),0.07,5,18,41.1
0.25,5,MCA (delta=0.2),0.07,6,21,43.7
0.25,5,MCA (delta=0.2),0.07,7,24,45
0.25,5,MCA (delta=0.2),0.07,8,27,46.3
0.25,5,MCA (delta=0.2),0.07,9,30,46.3
0.25,5,MCA (delta=0.2),0.07,10,33,47.2
0.25,5,MCA (delta=0.2),0.07,11,36,47.5
0.25,5,MCA (delta=0.2),0.07,12,39,49.1
0.25,5,MCA (delta=0.2),0.07,13,42,48.4
0.25,5,MCA (delta=0.2),0.07,14,45,49.8
0.25,5,MCA (delta=0.2),0.07,15,48,50.2
0.25,5,MCA (delta=0.2),0.07,16,51,49.9
0.25,5,MCA (delta=0.2),0.07,17,54,51.1
0.25,5,MCA (delta=0.2),0.07,18,57,51.4
0.25,5,MCA (delta=0.2),0.07,19,60,51.4
0.25,5,MCA (delta=0.2),0.1,0,3,29.6
0.25,5,MCA (delta=0.2),0.1,1,6,37.3
0.25,5,MCA (delta=0.2),0.1,2,9,42.3
0.25,5,MCA (delta=0.2),0.1,3,12,47.1
0.25,5,MCA (delta=0.2),0.1,4,15,49
0.25,5,MCA (delta=0.2),0.1,5,18,53.4
0.25,5,MCA (delta=0.2),0.1,6,21,53.6
0.25,5,MCA (delta=0.2),0.1,7,24,55.3
0.25,5,MCA (delta=0.2),0.1,8,27,55.4
0.25,5,MCA (delta=0.2),0.1,9,30,56.8
0.25,5,MCA (delta=0.2),0.1,10,33,58.1
0.25,5,MCA (delta=0.2),0.1,11,36,58.5
0.25,5,MCA (delta=0.2),0.1,12,39,59.5
0.25,5,MCA (delta=0.2),0.1,13,42,59.8
0.25,5,MCA (delta=0.2),0.1,14,45,60
0.25,5,MCA (delta=0.2),0.1,15,48,60.7
0.25,5,MCA (delta=0.2),0.1,16,51,61.4
0.25,5,MCA (delta=0.2),0.1,17,54,62.1
0.25,5,MCA (delta=0.2),0.1,18,57,62.7
0.25,5,MCA (delta=0.2),0.1,19,60,62.7
0.25,5,MCA (delta=0.2),0.15,0,3,31.6
0.25,5,MCA (delta=0.2),0.15,1,6,40.9
0.25,5,MCA (delta=0.2),0.15,2,9,48.5
0.25,5,MCA (delta=0.2),0.15,3,12,57.1
0.25,5,MCA (delta=0.2),0.15,4,15,59.3
0.25,5,MCA (delta=0.2),0.15,5,18,62
0.25,5,MCA (delta=0.2),0.15,6,21,63.7
0.25,5,MCA (delta=0.2),0.15,7,24,66.6
0.25,5,MCA (delta=0.2),0.15,8,27,68.6
0.25,5,MCA (delta=0.2),0.15,9,30,70.4
0.25,5,MCA (delta=0.2),0.15,10,33,71.5
0.25,5,MCA (delta=0.2),0.15,11,36,72.8
0.25,5,MCA (delta=0.2),0.15,12,39,73.8
0.25,5,MCA (delta=0.2),0.15,13,42,75.2
0.25,5,MCA (delta=0.2),0.15,14,45,75.4
0.25,5,MCA (delta=0.2),0.15,15,48,76.4
0.25,5,MCA (delta=0.2),0.15,16,51,76.9
0.25,5,MCA (delta=0.2),0.15,17,54,78
0.25,5,MCA (delta=0.2),0.15,18,57,77.9
0.25,5,MCA (delta=0.2),0.15,19,60,78.1
0.25,5,MCA (random delta),0.05,0,3,26
0.25,5,MCA (random delta),0.05,1,6,28.1
0.25,5,MCA (random delta),0.05,2,9,29.4
0.25,5,MCA (random delta),0.05,3,12,29.9
0.25,5,MCA (random delta),0.05,4,15,32.2
0.25,5,MCA (random delta),0.05,5,18,34.1
0.25,5,MCA (random delta),0.05,6,21,34.3
0.25,5,MCA (random delta),0.05,7,24,36.1
0.25,5,MCA (random delta),0.05,8,27,38.4
0.25,5,MCA (random delta),0.05,9,30,39.2
0.25,5,MCA (random delta),0.05,10,33,39
0.25,5,MCA (random delta),0.05,11,36,40
0.25,5,MCA (random delta),0.05,12,39,40.3
0.25,5,MCA (random delta),0.05,13,42,40.9
0.25,5,MCA (random delta),0.05,14,45,41.7
0.25,5,MCA (random delta),0.05,15,48,42.3
0.25,5,MCA (random delta),0.05,16,51,42.2
0.25,5,MCA (random delta),0.05,17,54,42
0.25,5,MCA (random delta),0.05,18,57,41.8
0.25,5,MCA (random delta),0.05,19,60,42.5
0.25,5,MCA (random delta),0.07,0,3,29.4
0.25,5,MCA (random delta),0.07,1,6,33.5
0.25,5,MCA (random delta),0.07,2,9,36.1
0.25,5,MCA (random delta),0.07,3,12,34.3
0.25,5,MCA (random delta),0.07,4,15,39.8
0.25,5,MCA (random delta),0.07,5,18,42.5
0.25,5,MCA (random delta),0.07,6,21,44.2
0.25,5,MCA (random delta),0.07,7,24,46.1
0.25,5,MCA (random delta),0.07,8,27,46.5
0.25,5,MCA (random delta),0.07,9,30,47
0.25,5,MCA (random delta),0.07,10,33,47.8
0.25,5,MCA (random delta),0.07,11,36,49
0.25,5,MCA (random delta),0.07,12,39,50.8
0.25,5,MCA (random delta),0.07,13,42,50.7
0.25,5,MCA (random delta),0.07,14,45,52.1
0.25,5,MCA (random delta),0.07,15,48,53.5
0.25,5,MCA (random delta),0.07,16,51,53.4
0.25,5,MCA (random delta),0.07,17,54,53.3
0.25,5,MCA (random delta),0.07,18,57,54.5
0.25,5,MCA (random delta),0.07,19,60,54.2
0.25,5,MCA (random delta),0.1,0,3,29
0.25,5,MCA (random delta),0.1,1,6,35.1
0.25,5,MCA (random delta),0.1,2,9,40.4
0.25,5,MCA (random delta),0.1,3,12,45.7
0.25,5,MCA (random delta),0.1,4,15,48
0.25,5,MCA (random delta),0.1,5,18,51.7
0.25,5,MCA (random delta),0.1,6,21,52
0.25,5,MCA (random delta),0.1,7,24,52.9
0.25,5,MCA (random delta),0.1,8,27,55.6
0.25,5,MCA (random delta),0.1,9,30,58.2
0.25,5,MCA (random delta),0.1,10,33,59
0.25,5,MCA (random delta),0.1,11,36,60.4
0.25,5,MCA (random delta),0.1,12,39,60.5
0.25,5,MCA (random delta),0.1,13,42,61.7
0.25,5,MCA (random delta),0.1,14,45,62
0.25,5,MCA (random delta),0.1,15,48,62.9
0.25,5,MCA (random delta),0.1,16,51,63.3
0.25,5,MCA (random delta),0.1,17,54,63.3
0.25,5,MCA (random delta),0.1,18,57,65.4
0.25,5,MCA (random delta),0.1,19,60,66.7
0.25,5,MCA (random delta),0.15,0,3,31.5
0.25,5,MCA (random delta),0.15,1,6,40
0.25,5,MCA (random delta),0.15,2,9,47.6
0.25,5,MCA (random delta),0.15,3,12,55.3
0.25,5,MCA (random delta),0.15,4,15,57.4
0.25,5,MCA (random delta),0.15,5,18,61.8
0.25,5,MCA (random delta),0.15,6,21,63.4
0.25,5,MCA (random delta),0.15,7,24,66.8
0.25,5,MCA (random delta),0.15,8,27,69.5
0.25,5,MCA (random delta),0.15,9,30,70.8
0.25,5,MCA (random delta),0.15,10,33,73.3
0.25,5,MCA (random delta),0.15,11,36,73.6
0.25,5,MCA (random delta),0.15,12,39,74
0.25,5,MCA (random delta),0.15,13,42,75.4
0.25,5,MCA (random delta),0.15,14,45,76.1
0.25,5,MCA (random delta),0.15,15,48,76.8
0.25,5,MCA (random delta),0.15,16,51,76.6
0.25,5,MCA (random delta),0.15,17,54,77.3
0.25,5,MCA (random delta),0.15,18,57,77
0.25,5,MCA (random delta),0.15,19,60,77.4
0.25,7,MCA (delta=0.0),0.05,0,3,18.4
0.25,7,MCA (delta=0.0),0.05,1,6,22.9
0.25,7,MCA (delta=0.0),0.05,2,9,23.2
0.25,7,MCA (delta=0.0),0.05,3,12,25.6
0.25,7,MCA (delta=0.0),0.05,4,15,29
0.25,7,MCA (delta=0.0),0.05,5,18,31.5
0.25,7,MCA (delta=0.0),0.05,6,21,33.1
0.25,7,MCA (delta=0.0),0.05,7,24,34.5
0.25,7,MCA (delta=0.0),0.05,8,27,35
0.25,7,MCA (delta=0.0),0.05,9,30,35.5
0.25,7,MCA (delta=0.0),0.05,10,33,35.4
0.25,7,MCA (delta=0.0),0.05,11,36,36.7
0.25,7,MCA (delta=0.0),0.05,12,39,39
0.25,7,MCA (delta=0.0),0.05,13,42,39
0.25,7,MCA (delta=0.0),0.05,14,45,40.4
0.25,7,MCA (delta=0.0),0.05,15,48,41
0.25,7,MCA (delta=0.0),0.05,16,51,43.1
0.25,7,MCA (delta=0.0),0.05,17,54,42.4
0.25,7,MCA (delta=0.0),0.05,18,57,42.7
0.25,7,MCA (delta=0.0),0.05,19,60,43.5
0.25,7,MCA (delta=0.0),0.07,0,3,23
0.25,7,MCA (delta=0.0),0.07,1,6,27.9
0.25,7,MCA (delta=0.0),0.07,2,9,31.3
0.25,7,MCA (delta=0.0),0.07,3,12,33.7
